"","...1","price","ranks","title","no_of_copies_sold","ratings","author","cover_type","year","genre"
"1008",1007,11.89,17,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",22169,4.8,"Adir Levy","Hardcover",2019,"Fiction"
"1009",1008,23.55,18,"It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered",17297,4.8,"Lysa TerKeurst","Hardcover",2019,"Non Fiction"
"1010",1009,6.99,19,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",32091,4.8,"Hopscotch Girls","Paperback",2019,"Non Fiction"
"1011",1010,7.74,20,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2019,"Non Fiction"
"1012",1011,12.99,21,"Unfreedom of the Press",9263,4.9,"Mark R. Levin","Hardcover",2019,"Non Fiction"
"1013",1012,9.99,22,"Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6)",18456,4.9,"Dav Pilkey","Hardcover",2019,"Fiction"
"1014",1013,6.9,23,"Giraffes Can't Dance",28447,4.8,"Giles Andreae","Board book",2019,"Fiction"
"1015",1014,4.14,24,"If Animals Kissed Good Night",69538,4.8,"Ann Whitford Paul","Board book",2019,"Fiction"
"1016",1015,8.48,25,"Oh, the Places You'll Go!",42848,4.9,"Dr. Seuss","Hardcover",2019,"Fiction"
"1017",1016,17.51,26,"Howard Stern Comes Again",7960,4.5,"Howard Stern","Hardcover",2019,"Non Fiction"
"1018",1017,5.9,27,"Guts: A Graphic Novel",13983,4.8,"Raina Telgemeier","Paperback",2019,"Non Fiction"
"1019",1018,8.32,28,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing",28111,4.5,"Marie Kondō","Hardcover",2019,"Non Fiction"
"1020",1019,21.52,29,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (Illustrated edition) (4)",24882,4.9,"J. K. Rowling","Hardcover",2019,"Fiction"
"1021",1020,8.72,30,"National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books)",17839,4.8,"Amy Shields","Hardcover",2019,"Non Fiction"
"1022",1021,8.7,31,"Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.",13295,4.4,"Jennifer Smith","Paperback",2019,"Non Fiction"
"1023",1022,11.4,32,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928,4.8,"Bessel van der Kolk M.D.","Paperback",2019,"Non Fiction"
"1024",1023,6.99,33,"Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal",27801,4.6,"Pretty Simple Press","Paperback",2019,"Non Fiction"
"1025",1024,5.36,34,"Goodnight Moon",24815,4.9,"Margaret Wise Brown","Board book",2019,"Fiction"
"1026",1025,6.98,35,"The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle",28721,4.3,"Amy Ramos","Paperback",2019,"Non Fiction"
"1027",1026,4.99,36,"Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books)",20061,4.8,"Silly Bear","Paperback",2019,"Non Fiction"
"1028",1027,9.25,37,"Strange Planet (Strange Planet Series)",16341,4.9,"Nathan W. Pyle","Hardcover",2019,"Fiction"
"1029",1028,22.95,38,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)",45713,4.9,"Dungeons & Dragons","Hardcover",2019,"Fiction"
"1030",1029,12.99,39,"The Silent Patient",135163,4.5,"Alex Michaelides","Hardcover",2019,"Fiction"
"1031",1030,11.97,40,"5,000 Awesome Facts (About Everything!)",19088,4.8,"National Kids","Hardcover",2019,"Non Fiction"
"1032",1031,7.19,41,"To Kill a Mockingbird",68842,4.8,"Harper Lee","Paperback",2019,"Fiction"
"1033",1032,8.45,42,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life",35414,4.7,"Jen Sincero","Paperback",2019,"Non Fiction"
"1034",1033,12.98,43,"National Geographic Kids Why?: Over 1,111 Answers to Everything",12922,4.8,"Crispin Boyer","Hardcover",2019,"Non Fiction"
"1035",1034,20.35,44,"Can't Hurt Me: Master Your Mind and Defy the Odds",60784,4.8,"David Goggins","Hardcover",2019,"Non Fiction"
"1036",1035,13.73,45,"The Guardians: A Novel",35843,4.5,"John Grisham","Hardcover",2019,"Fiction"
"1037",1036,5.72,46,"P is for Potty! (Sesame Street) (Lift-the-Flap)",28308,4.7,"Naomi Kleinberg","Board book",2019,"Non Fiction"
"1038",1037,11.88,47,"The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness",24427,4.7,"Dave Ramsey","Hardcover",2019,"Non Fiction"
"1039",1038,4.55,48,"Brown Bear, Brown Bear, What Do You See?",47194,4.9,"Bill Martin Jr.","Board book",2019,"Fiction"
"1040",1039,9.99,49,"The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook)",30623,4.7,"Dinah Bucholz","Hardcover",2019,"Fiction"
"1041",1040,9.63,50,"The Mueller Report",4086,4.5,"The Washington Post","Paperback",2019,"Non Fiction"
"1042",1041,13.49,51,"Zen as F*ck (Zen as F*ck Journals)",23862,4.7,"Monica Sweeney","Paperback",2019,"Non Fiction"
"1043",1042,8.99,52,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",94095,4.7,"Robert T. Kiyosaki","Mass Market Paperback",2019,"Non Fiction"
"1044",1043,14.67,53,"The Institute: A Novel",33465,4.7,"Stephen King","Hardcover",2019,"Fiction"
"1045",1044,14.99,54,"The Testaments: The Sequel to The Handmaid's Tale",30465,4.6,"Margaret Atwood","Hardcover",2019,"Fiction"
"1046",1045,17.07,55,"Super Deluxe Essential Handbook (PokÃ©mon): The Need-to-Know Stats and Facts on Over 800 Characters",20986,4.8,"Scholastic","Paperback",2019,"Non Fiction"
"1047",1046,6.99,56,"Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering",20363,4.5,"Paper Peony Press","Paperback",2019,"Non Fiction"
"1048",1047,2.99,57,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",49404,4.8,"Brighter Child","Cards",2019,"Non Fiction"
"1049",1048,11.98,58,"Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones",84079,4.8,"James Clear","Hardcover",2019,"Non Fiction"
"1050",1049,11.58,59,"Make Your Bed: Little Things That Can Change Your Life...And Maybe the World",29897,4.7,"Admiral William H. McRaven","Hardcover",2019,"Non Fiction"
"1051",1050,6.92,60,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are",29674,4.7,"Brené Brown","Paperback",2019,"Non Fiction"
"1052",1051,15.5,61,"Sapiens: A Brief History of Humankind",29698,4.6,"Yuval Harari","Paperback",2019,"Non Fiction"
"1053",1052,12.7,62,"What to Expect When You're Expecting",29389,4.8,"Heidi Murkoff","Paperback",2019,"Non Fiction"
"1054",1053,13.99,63,"Where the Crawdads Sing",344811,4.8,"Delia Owens","Paperback",2019,"Fiction"
"1055",1054,9.87,64,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",11620,4.8,"Brené Brown","Paperback",2019,"Non Fiction"
"1056",1055,13.29,65,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2019,"Fiction"
"1057",1056,24.29,66,"Publication Manual of the American Psychological Association, 6th Edition",12674,4.5,"American Psychological Association","Paperback",2019,"Non Fiction"
"1058",1057,4.98,67,"The Pout-Pout Fish",23576,4.9,"Deborah Diesen","Board book",2019,"Fiction"
"1059",1058,13.38,68,"Talking to Strangers: What We Should Know about the People We Don't Know",15461,4.5,"Malcolm Gladwell","Hardcover",2019,"Non Fiction"
"1060",1059,5,69,"Dear Zoo: A Lift-the-Flap Book",26396,4.8,"Rod Campbell","Board book",2019,"Fiction"
"1061",1060,14.29,70,"The Overstory: A Novel",16428,4.4,"Richard Powers","Paperback",2019,"Fiction"
"1062",1061,8.29,71,"Fahrenheit 451",34955,4.6,"Ray Bradbury","Paperback",2019,"Fiction"
"1063",1062,18.29,72,"StrengthsFinder 2.0",7082,4.1,"Gallup","Hardcover",2019,"Non Fiction"
"1064",1063,18.14,73,"12 Rules for Life: An Antidote to Chaos",58074,4.8,"Jordan B. Peterson","Hardcover",2019,"Non Fiction"
"1065",1064,8.31,74,"Eleanor Oliphant Is Completely Fine: A Novel",59925,4.5,"Gail Honeyman","Paperback",2019,"Fiction"
"1066",1065,14.71,75,"Me: Elton John Official Autobiography",21207,4.8,"Elton John","Hardcover",2019,"Non Fiction"
"1067",1066,11.99,76,"The Road Back to You: An Enneagram Journey to Self-Discovery",10495,4.7,"Ian Morgan Cron","Hardcover",2019,"Non Fiction"
"1068",1067,9.57,77,"The Tattooist of Auschwitz: A Novel",55794,4.7,"Heather Morris","Paperback",2019,"Fiction"
"1069",1068,10.99,78,"People of Walmart Adult Coloring Book: Rolling Back Dignity",10544,4.7,"Andrew Kipple","Paperback",2019,"Non Fiction"
"1070",1069,6.79,79,"The Great Gatsby: The Only Authorized Edition",18656,4.5,"F. Scott Fitzgerald","Paperback",2019,"Fiction"
"1071",1070,13,80,"The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat",19201,4.8,"America's Test Kitchen Kids","Hardcover",2019,"Non Fiction"
"1072",1071,8.6,81,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth",8470,4.8,"Rachel Maddow","Hardcover",2019,"Non Fiction"
"1073",1072,4.98,82,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2019,"Fiction"
"1074",1073,8.94,83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet",15796,4.4,"Jen Fisch","Paperback",2019,"Non Fiction"
"1075",1074,8.14,84,"The Giving Tree",27476,4.9,"Shel Silverstein","Hardcover",2019,"Fiction"
"1076",1075,8.95,85,"Dragons Love Tacos",15753,4.8,"Adam Rubin","Hardcover",2019,"Fiction"
"1077",1076,10.5,86,"How to Win Friends & Influence People",79094,4.7,"Dale Carnegie","Paperback",2019,"Non Fiction"
"1078",1077,16.59,87,"Magnolia Table",32326,4.8,"Joanna Gaines","Hardcover",2019,"Non Fiction"
"1079",1078,16.95,88,"The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1)",25528,4.6,"Dr. Jason Fung","Paperback",2019,"Non Fiction"
"1080",1079,11,89,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",19363,4.8,"Mary Pope Osborne","Paperback",2019,"Fiction"
"1081",1080,8.09,90,"Then She Was Gone: A Novel",49979,4.5,"Lisa Jewell","Paperback",2019,"Fiction"
"1082",1081,13.98,91,"The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West",7648,4.4,"David McCullough","Hardcover",2019,"Non Fiction"
"1083",1082,11.66,92,"Wacky Waving Inflatable Tube Guy (RP Minis)",38588,4,"Conor Riordan","Paperback",2019,"Fiction"
"1084",1083,21.99,93,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease",10982,4.7,"Anthony William","Hardcover",2019,"Non Fiction"
"1085",1084,9.48,94,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",24544,4.8,"Valorie Schaefer","Paperback",2019,"Non Fiction"
"1086",1085,5.98,95,"There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library)",24728,4.8,"Tish Rabe","Hardcover",2019,"Non Fiction"
"1087",1086,4.99,96,"How to Draw 101 Animals (1)",24653,4.7,"Dan Green","Paperback",2019,"Non Fiction"
"1088",1087,NA,NA,NA,NA,NA,NA,NA,2019,NA
"1089",1088,15.9,98,"Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes",9484,4.6,"Suzanne Ryan","Paperback",2019,"Non Fiction"
"1090",1089,9.49,99,"The Outsiders",30584,4.8,"S. E. Hinton","Paperback",2019,"Fiction"
"1091",1090,6.99,100,"The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition",16760,4.6,"Crazy Corey","Paperback",2019,"Non Fiction"
"1092",1091,16.53,1,"A Promised Land",125017,4.9,"Barack Obama","Hardcover",2020,"Non Fiction"
"1093",1092,12.93,2,"Too Much and Never Enough: How My Family Created the World's Most Dangerous Man",102078,4.6,"Mary L. Trump Ph.D.","Hardcover",2020,"Non Fiction"
"1094",1093,12.39,3,"Where the Crawdads Sing",344811,4.8,"Delia Owens","Hardcover",2020,"Fiction"
"1095",1094,4.07,4,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",77319,4.8,"Crystal Radke","Paperback",2020,"Non Fiction"
"1096",1095,19.99,5,"Midnight Sun",81203,4.8,"Stephenie Meyer","Hardcover",2020,"Fiction"
"1097",1096,14.89,6,"Untamed",53688,4.6,"Glennon Doyle","Hardcover",2020,"Non Fiction"
"1098",1097,4.14,7,"If Animals Kissed Good Night",69538,4.8,"Ann Whitford Paul","Board book",2020,"Fiction"
"1099",1098,8.15,8,"White Fragility: Why It's So Hard for White People to Talk About Racism",39920,4.5,"Dr. Robin DiAngelo","Paperback",2020,"Non Fiction"
"1100",1099,5.99,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",66846,4.8,"School Zone","Paperback",2020,"Non Fiction"
"1101",1100,14.75,10,"The Room Where It Happened: A White House Memoir",49573,4.3,"John Bolton","Hardcover",2020,"Non Fiction"
"1102",1101,13.99,11,"The Ballad of Songbirds and Snakes (A Hunger Games Novel)",50700,4.7,"Suzanne Collins","Hardcover",2020,"Fiction"
"1103",1102,6.48,12,"Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9)",43881,4.9,"Dav Pilkey","Hardcover",2020,"Fiction"
"1104",1103,4.93,13,"The Very Hungry Caterpillar",54008,4.9,"Eric Carle","Board book",2020,"Fiction"
"1105",1104,16.5,14,"Becoming",123276,4.8,"Michelle Obama","Hardcover",2020,"Non Fiction"
"1106",1105,13.51,15,"How to Be an Antiracist",25333,4.7,"Ibram X. Kendi","Hardcover",2020,"Non Fiction"
"1107",1106,7.74,16,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2020,"Non Fiction"
"1108",1107,11.07,17,"Rage",34424,4.6,"Bob Woodward","Hardcover",2020,"Non Fiction"
"1109",1108,14.34,18,"Caste (Oprah's Book Club): The Origins of Our Discontents",40983,4.8,"Isabel Wilkerson","Hardcover",2020,"Non Fiction"
"1110",1109,15.35,19,"Greenlights",59400,4.7,"Matthew McConaughey","Hardcover",2020,"Non Fiction"
"1111",1110,6.99,20,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",32091,4.8,"Hopscotch Girls","Paperback",2020,"Non Fiction"
"1112",1111,12.77,21,"American Dirt (Oprah's Book Club): A Novel",109386,4.6,"Jeanine Cummins","Hardcover",2020,"Fiction"
"1113",1112,10.35,22,"The Boy, the Mole, the Fox and the Horse",108231,4.8,"Charlie Mackesy","Hardcover",2020,"Fiction"
"1114",1113,9.99,23,"Little Fires Everywhere: A Novel",56899,4.5,"Celeste Ng","Paperback",2020,"Fiction"
"1115",1114,7.38,24,"The Deep End (Diary of a Wimpy Kid Book 15)",44139,4.9,"Jeff Kinney","Hardcover",2020,"Fiction"
"1116",1115,11.98,25,"Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones",84079,4.8,"James Clear","Hardcover",2020,"Non Fiction"
"1117",1116,4.31,26,"I Love You to the Moon and Back",60075,4.9,"Amelia Hepworth","Board book",2020,"Non Fiction"
"1118",1117,5.23,27,"How to Catch a Mermaid",29836,4.8,"Adam Wallace","Hardcover",2020,"Fiction"
"1119",1118,14.9,28,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",29763,4.7,"Erik Larson","Hardcover",2020,"Non Fiction"
"1120",1119,5.22,29,"How to Catch a Unicorn",32100,4.8,"Adam Wallace","Hardcover",2020,"Fiction"
"1121",1120,6.9,30,"Giraffes Can't Dance",28447,4.8,"Giles Andreae","Board book",2020,"Fiction"
"1122",1121,4.55,31,"Brown Bear, Brown Bear, What Do You See?",47472,4.9,"Bill Martin Jr.","Board book",2020,"Fiction"
"1123",1122,7.57,32,"The 5 Love Languages: The Secret to Love that Lasts",69866,4.8,"Gary Chapman","Paperback",2020,"Non Fiction"
"1124",1123,17,33,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",26429,4.9,"Joanna Gaines","Hardcover",2020,"Non Fiction"
"1125",1124,12.32,34,"The Vanishing Half: A Novel",96411,4.4,"Brit Bennett","Hardcover",2020,"Fiction"
"1126",1125,18.78,35,"Modern Comfort Food: A Barefoot Contessa Cookbook",16897,4.8,"Ina Garten","Hardcover",2020,"Non Fiction"
"1127",1126,9.95,36,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",42410,4.8,"Shannon Roberts","Paperback",2020,"Non Fiction"
"1128",1127,5.28,37,"The Wonky Donkey",74725,4.8,"Craig Smith","Paperback",2020,"Fiction"
"1129",1128,11.4,38,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",55928,4.8,"Bessel van der Kolk M.D.","Paperback",2020,"Non Fiction"
"1130",1129,7.2,39,"Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!",21490,4.8,"Workman Publishing","Paperback",2020,"Non Fiction"
"1131",1130,8.95,40,"Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers",18971,4.8,"Workman Publishing","Paperback",2020,"Non Fiction"
"1132",1131,11.89,41,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)",22169,4.8,"Adir Levy","Hardcover",2020,"Fiction"
"1133",1132,11.66,42,"Wacky Waving Inflatable Tube Guy (RP Minis)",47472,4,"Conor Riordan","Paperback",2020,"Fiction"
"1134",1133,12.99,43,"The Silent Patient",135163,4.5,"Alex Michaelides","Hardcover",2020,"Fiction"
"1135",1134,5.99,44,"The Big Book of Silly Jokes for Kids",20572,4.7,"Carole P. Roman","Paperback",2020,"Non Fiction"
"1136",1135,4.59,45,"Chicka Chicka Boom Boom (Board Book)",33791,4.9,"Bill Martin Jr.","Board book",2020,"Non Fiction"
"1137",1136,13.45,46,"Live Free Or Die: America (and the World) on the Brink",24460,4.8,"Sean Hannity","Hardcover",2020,"Non Fiction"
"1138",1137,6.99,47,"Burn After Writing",78273,4.6,"Sharon Jones","Paperback",2020,"Non Fiction"
"1139",1138,14.34,48,"Get Out of Your Head: Stopping the Spiral of Toxic Thoughts",21319,4.7,"Jennie Allen","Hardcover",2020,"Non Fiction"
"1140",1139,7.19,49,"Human Body Activity Book for Kids: Hands-On Fun for Grades K-3",20532,4.7,"Ph.D., Katie Stokes, M.Ed.,","Paperback",2020,"Non Fiction"
"1141",1140,13,50,"Educated: A Memoir",69406,4.7,"Tara Westover","Hardcover",2020,"Non Fiction"
"1142",1141,8.09,51,"Then She Was Gone: A Novel",49979,4.5,"Lisa Jewell","Paperback",2020,"Fiction"
"1143",1142,5.99,52,"Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)",28840,4.6,"M Prefontaine","Paperback",2020,"Non Fiction"
"1144",1143,7.48,53,"1984",72441,4.7,"George Orwell","Mass Market Paperback",2020,"Fiction"
"1145",1144,17.5,54,"Humans",19238,4.9,"Brandon Stanton","Hardcover",2020,"Fiction"
"1146",1145,5.36,55,"Goodnight Moon",24815,4.9,"Margaret Wise Brown","Board book",2020,"Fiction"
"1147",1146,10.38,56,"I've Loved You Since Forever",20854,4.8,"Hoda Kotb","Hardcover",2020,"Non Fiction"
"1148",1147,7.87,57,"Just Mercy: A Story of Justice and Redemption",22860,4.8,"Bryan Stevenson","Paperback",2020,"Non Fiction"
"1149",1148,8.99,58,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!",94095,4.7,"Robert T. Kiyosaki","Mass Market Paperback",2020,"Non Fiction"
"1150",1149,13,59,"The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat",19282,4.8,"America's Test Kitchen Kids","Hardcover",2020,"Non Fiction"
"1151",1150,24,60,"Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association",28579,4.8,"American Psychological Association","Paperback",2020,"Non Fiction"
"1152",1151,13.29,61,"First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers",27332,4.7,"Deborah Schecter","Paperback",2020,"Non Fiction"
"1153",1152,16,62,"The Mamba Mentality: How I Play",23654,4.9,"Kobe Bryant","Hardcover",2020,"Non Fiction"
"1154",1153,2.67,63,"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts, Common Core, and More",26014,4.7,"School Zone","Cards",2020,"Non Fiction"
"1155",1154,5.98,64,"There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library)",24728,4.8,"Tish Rabe","Hardcover",2020,"Non Fiction"
"1156",1155,14.5,65,"Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump",32055,4.6,"Michael Cohen","Hardcover",2020,"Non Fiction"
"1157",1156,4.22,66,"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)",19071,4.8,"Tanya Emelyanova","Paperback",2020,"Non Fiction"
"1158",1157,13.29,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2020,"Fiction"
"1159",1158,7.19,68,"To Kill a Mockingbird",68842,4.8,"Harper Lee","Paperback",2020,"Fiction"
"1160",1159,18.8,69,"Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians)",36276,4.9,"Rick Riordan","Paperback",2020,"Fiction"
"1161",1160,16.59,70,"Magnolia Table",32326,4.8,"Joanna Gaines","Hardcover",2020,"Non Fiction"
"1162",1161,4.99,71,"Llama Llama Loves Camping",18042,4.7,"Anna Dewdney","Paperback",2020,"Non Fiction"
"1163",1162,11.48,72,"So You Want to Talk About Race",12313,4.7,"Ijeoma Oluo","Paperback",2020,"Non Fiction"
"1164",1163,15.15,73,"Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation",21603,4.9,"Candace Owens","Hardcover",2020,"Non Fiction"
"1165",1164,4.99,74,"How to Draw 101 Animals (1)",24653,4.7,"Dan Green","Paperback",2020,"Non Fiction"
"1166",1165,8.99,75,"Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids)",14664,4.7,"Crystal Chatterton","Paperback",2020,"Non Fiction"
"1167",1166,9.99,76,"The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook)",30623,4.7,"Dinah Bucholz","Hardcover",2020,"Fiction"
"1168",1167,13,77,"A Time for Mercy (Jake Brigance)",77697,4.6,"John Grisham","Hardcover",2020,"Fiction"
"1169",1168,8.48,78,"Oh, the Places You'll Go!",42848,4.9,"Dr. Seuss","Hardcover",2020,"Fiction"
"1170",1169,6.99,79,"Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal",27846,4.6,"Pretty Simple Press","Paperback",2020,"Non Fiction"
"1171",1170,7.76,80,"Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8)",27986,4.9,"Dav Pilkey","Hardcover",2020,"Fiction"
"1172",1171,4.98,81,"The Pout-Pout Fish",23576,4.9,"Deborah Diesen","Board book",2020,"Fiction"
"1173",1172,5,82,"Where's Spot?",30989,4.9,"Eric Hill","Board book",2020,"Fiction"
"1174",1173,16.65,83,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",20620,4.8,"Samin Nosrat","Hardcover",2020,"Non Fiction"
"1175",1174,11.99,84,"Man's Search for Meaning",53306,4.7,"Viktor E. Frankl","Paperback",2020,"Non Fiction"
"1176",1175,13.18,85,"Ready Player Two: A Novel",39038,4.3,"Ernest Cline","Hardcover",2020,"Fiction"
"1177",1176,6.99,86,"Preschool Math Workbook for Toddlers Ages 2-4: Beginner Math Preschool Learning Book with Number Tracing and Matching Activities for 2, 3 and 4 year olds and kindergarten prep",16815,4.7,"Modern Kid Press","Paperback",2020,"Non Fiction"
"1178",1177,10.14,87,"Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner)",11703,4.8,"Ibram X. Kendi","Paperback",2020,"Non Fiction"
"1179",1178,8.99,88,"Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals)",28770,4.7,"Monica Sweeney","Paperback",2020,"Non Fiction"
"1180",1179,14.29,89,"The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing",39269,4.7,"Benjamin Graham","Paperback",2020,"Non Fiction"
"1181",1180,8.55,90,"The Wonderful Things You Will Be",25148,4.9,"Emily Winfield Martin","Hardcover",2020,"Fiction"
"1182",1181,2.99,91,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",49525,4.8,"Brighter Child","Cards",2020,"Fiction"
"1183",1182,14.35,92,"The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life",80328,4.6,"Mark Manson","Hardcover",2020,"Non Fiction"
"1184",1183,4.98,93,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2020,"Fiction"
"1185",1184,11,94,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon",19363,4.8,"Mary Pope Osborne","Paperback",2020,"Fiction"
"1186",1185,13.49,95,"Zen as F*ck (Zen as F*ck Journals)",23862,4.7,"Monica Sweeney","Paperback",2020,"Non Fiction"
"1187",1186,12.92,96,"Relationship Goals: How to Win at Dating, Marriage, and Sex",21311,4.8,"Michael Todd","Hardcover",2020,"Non Fiction"
"1188",1187,13.69,97,"The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series)",15967,4.6,"Steve Doocy","Hardcover",2020,"Non Fiction"
"1189",1188,6.99,98,"Learn to Read: A Magical Sight Words and Phonics Activity Workbook for Beginning Readers Ages 5-7: Reading Made Easy | Preschool, Kindergarten and 1st Grade",14809,4.7,"Modern Kid Press","Paperback",2020,"Non Fiction"
"1190",1189,5.72,99,"P is for Potty! (Sesame Street) (Lift-the-Flap)",14846,4.7,"Naomi Kleinberg","Board book",2020,"Non Fiction"
"1191",1190,22.95,100,"D&D Player's Handbook (Dungeons & Dragons Core Rulebook)",28426,4.9,"Dungeons & Dragons","Hardcover",2020,"Fiction"
